"pos","rs_id","X3571428.500000","X357142.937500","X257030.656250","X184981.281250","X133128.375000","X95810.585938","X68953.507812","X49624.847656","X35714.292969","X25703.064453","X18498.126953","X13312.836914","X9581.057617","X6895.350098","X4962.484863","X3571.429199","X2570.306396","X1849.812622","X1331.283691","X958.105774","X689.534973","X496.248444","X357.142914","X257.030640","X184.981262","X133.128357","X95.810577","X68.953499","X49.624844","X35.714287","X0.000000","when_DAF_is_half","when_mutation_has_freq2","population"
5403495,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.38808,-5.34607,-4.64309,-3.49872,-2.42731,-2.12967,-1.75627,-1.48656,-1.01586,-0.62501,-0.631174,-0.47549,-0.433476,-0.499082,-0.277279,0,-0.755897,-6.38808,"IBS"
5403678,".",1,1,1,1,1,1,1,1,1,1,1,1,1,-6.5579,-6.5579,-6.02192,-5.25995,-4.71197,-3.77765,-2.85706,-2.01386,-1.32204,-0.850906,-0.598435,-0.385536,-0.506596,-0.402255,-0.238683,-0.363504,-0.222324,0,-0.742332,-6.5579,"IBS"
5404214,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.38808,-5.34607,-4.64309,-3.49872,-2.42731,-2.12967,-1.75627,-1.48656,-1.01586,-0.62501,-0.631174,-0.47549,-0.433476,-0.499082,-0.277279,0,-0.755897,-6.38808,"IBS"
9721087,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.38808,-4.96679,-4.85826,-4.27274,-3.81587,-3.78585,-3.5113,-3.86125,-2.84852,-2.95854,-2.93301,-2.26548,-1.80774,-1.29968,0,-3.66436,-6.38808,"IBS"
17612047,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5.90017,-5.0032,-4.06058,-4.34628,-4.53253,-3.74208,-3.1871,-2.3845,-2.55526,-2.0456,-1.69599,-1.46145,-1.24741,-0.911228,0,-2.64192,-6.8573,"IBS"
72679644,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5.30973,-5.20658,-4.2707,-3.30212,-2.50482,-1.59746,-1.21979,-1.14016,-1.12599,-0.811481,-0.770993,-0.459516,0,-1.49813,-6.28251,"IBS"
76820138,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.8615,-5.08656,-3.19345,-3.32113,-2.08346,-2.05153,-1.69629,-1.43763,-0.827781,-0.632288,-1.06701,-0.477789,-0.317679,-0.494285,0,-0.960137,-6.8615,"IBS"
124630046,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.3197,-4.06058,-3.12649,-2.26247,-1.69294,-1.90463,-1.44339,-1.20302,-0.996607,-0.730071,-0.5177,-0.382605,-0.237239,0,-1.02593,-6.8573,"IBS"
155513663,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5.21034,-2.92697,-1.87468,-2.57201,-2.02594,-2.0667,-1.31225,-0.9547,-0.520478,-0.373796,0,-1.55971,-6.26383,"IBS"
3713920,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-7.19461,-6.79676,-5.91713,-5.01894,-2.8727,-2.88781,-3.21517,-4.2561,-2.59759,-0.929138,0,-3.67213,-6.94837,"TSI"
46306791,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-7.06687,-6.54514,-5.87986,-6.77371,-6.32016,-5.22012,-4.17912,-3.5163,-2.98162,-3.03572,-3.45947,-1.7478,-1.56499,-0.440444,0,-3.70494,-7.06687,"TSI"
57815357,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.02421,-4.88483,-4.21827,-3.16732,-2.46673,-1.84869,-1.5088,-1.10244,-0.718005,-0.435274,-0.257228,-0.116801,-0.0770264,-0.0356458,0,-1.47814,-6.02421,"TSI"
63394491,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.1721,-4.18947,-2.68589,-1.91567,-1.38998,-1.00074,-0.754606,-0.481444,-0.235848,-0.12035,-0.140239,-0.928037,-1.11261,-0.728392,0,-1.00598,-6.1721,"TSI"
64234339,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-7.71443,-6.00722,-4.32083,-5.12789,-3.38551,-2.9823,-1.95014,-2.66641,-2.46332,0,-4.03634,-7.71443,"TSI"
88392631,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5.81923,-3.92707,-3.76462,-2.68673,-2.84822,-2.25415,-1.93848,-1.28024,-0.959148,-0.723437,-0.680511,-0.960188,-0.291302,-0.0979094,0,-1.39226,-6.55605,"TSI"
109192053,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-7.19875,-5.41213,-4.73897,-3.90903,-2.93976,-2.41507,-2.33721,-1.91078,-1.22374,-0.42427,-0.170928,-0.063261,-0.92933,0,-2.25504,-7.18872,"TSI"
2962736,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.88284,-4.98175,-4.14379,-5.24371,-4.43771,-3.52916,-3.28111,-2.56489,-2.91316,-2.04646,-1.39868,-1.56057,-1.07953,-0.986372,-0.580896,-0.590411,0,-1.39502,-6.88284,"PUR"
4045053,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5.66262,-4.33587,-3.46676,-2.72738,-1.88606,-2.53843,-2.51178,-2.98479,-2.11351,-1.87101,-1.85875,-1.3434,-1.2098,-0.679709,-0.542105,0,-1.71311,-6.31867,"PUR"
4046623,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5.66262,-4.33587,-3.46676,-2.72738,-1.88606,-2.53843,-2.51178,-2.98479,-2.11351,-1.87101,-1.85875,-1.3434,-1.2098,-0.679709,-0.542105,0,-1.71311,-6.31867,"PUR"
4047435,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5.66262,-4.33587,-3.46676,-2.72738,-1.88606,-2.53843,-2.51178,-2.98479,-2.11351,-1.87101,-1.85875,-1.3434,-1.2098,-0.679709,-0.542105,0,-1.71311,-6.31867,"PUR"
4047496,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5.66262,-4.33587,-3.46676,-2.72738,-1.88606,-2.53843,-2.51178,-2.98479,-2.11351,-1.87101,-1.85875,-1.3434,-1.2098,-0.679709,-0.542105,0,-1.71311,-6.31867,"PUR"
4048420,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5.66262,-4.33587,-3.46676,-2.72738,-1.88606,-2.53843,-2.51178,-2.98479,-2.11351,-1.87101,-1.85875,-1.3434,-1.2098,-0.679709,-0.542105,0,-1.71311,-6.31867,"PUR"
4049550,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5.66262,-4.33587,-3.46676,-2.72738,-1.88606,-2.53843,-2.51178,-2.98479,-2.11351,-1.87101,-1.85875,-1.3434,-1.2098,-0.679709,-0.542105,0,-1.71311,-6.31867,"PUR"
4050053,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5.66262,-4.33587,-3.46676,-2.72738,-1.88606,-2.53843,-2.51178,-2.98479,-2.11351,-1.87101,-1.85875,-1.3434,-1.2098,-0.679709,-0.542105,0,-1.71311,-6.31867,"PUR"
4699615,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.67135,-4.96858,-3.76676,-3.70136,-2.80996,-1.92908,-2.33163,-1.66167,-2.06301,-2.42964,-2.41308,-2.98859,-2.4586,-1.88364,-0.87139,0,-2.76804,-6.67135,"PUR"
6453694,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-4.86598,-4.56333,-3.68586,-3.83675,-3.65495,-2.85335,-2.49963,-2.09243,-2.1348,-1.89366,-1.87604,-1.23537,-1.04968,-0.780058,0,-1.11311,-6.7442,"PUR"
6459973,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-4.86598,-4.56333,-3.68586,-3.83675,-3.65495,-2.85335,-2.49963,-2.09243,-2.1348,-1.89366,-1.87604,-1.23537,-1.04968,-0.780058,0,-1.11311,-6.7442,"PUR"
6463388,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-4.86598,-4.56333,-3.68586,-3.83675,-3.65495,-2.85335,-2.49963,-2.09243,-2.1348,-1.89366,-1.87604,-1.23537,-1.04968,-0.780058,0,-1.11311,-6.7442,"PUR"
9154126,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-8.53714,-7.34065,-5.95444,-5.18686,-3.88064,-2.65314,-1.57137,-1.26383,-0.818416,-0.892936,-0.742414,-1.45719,-0.721022,-1.0828,0,-1.1073,-8.53714,"PUR"
9157906,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,-7.38278,-6.60825,-6.30903,-5.24213,-4.66171,-4.31246,-3.67204,-3.00678,-2.3394,-1.84483,-1.53252,-2.09598,-1.72491,-1.25179,-0.887118,-0.68052,0,-2.52788,-7.92506,"PUR"
9158534,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,-7.38278,-6.60825,-6.30903,-5.24213,-4.66171,-4.31246,-3.67204,-3.00678,-2.3394,-1.84483,-1.53252,-2.09598,-1.72491,-1.25179,-0.887118,-0.68052,0,-2.52788,-7.92506,"PUR"
9191295,".",1,1,1,1,1,1,1,1,1,1,1,1,-8.24296,-8.24296,-6.78274,-5.88756,-5.23594,-4.72354,-4.43435,-4.91904,-4.28711,-3.34258,-2.64972,-2.06972,-1.57686,-1.93494,-1.58942,-1.15922,-0.84119,-0.624694,0,-2.61508,-8.24296,"PUR"
9721087,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-4.64559,-2.70308,-2.41079,-1.94301,-1.30012,-1.29152,-1.7175,-1.44393,-1.23199,-1.07737,-1.02319,-0.958999,-1.3967,0,-1.23166,-6.00327,"PUR"
9802084,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-7.37503,-7.46886,-6.02014,-4.62036,-3.16513,-2.47338,-2.92865,-1.88869,-1.57193,-1.06191,-1.0122,-0.601358,-0.601228,-0.402969,-0.446141,0,-1.01019,-8.05202,"PUR"
10055611,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-7.46273,-5.5404,-4.10223,-3.30279,-3.35622,-2.86276,-2.92043,-1.84133,-1.16202,-0.689907,-1.18363,-1.24309,-0.774648,-0.36174,-0.162543,0,-1.35859,-7.24815,"PUR"
10460026,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5.77406,-5.35719,-6.05752,-5.26763,-4.85712,-3.37679,-2.85317,-2.31267,-1.7986,-2.05219,-1.44654,-1.01951,-0.923319,-1.33999,-0.906412,-0.584742,0,-1.90894,-6.30906,"PUR"
10461312,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5.77406,-5.35719,-6.05752,-5.26763,-4.85712,-3.37679,-2.85317,-2.31267,-1.7986,-2.05219,-1.44654,-1.01951,-0.923319,-1.33999,-0.906412,-0.584742,0,-1.90894,-6.30906,"PUR"
10461667,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5.77406,-5.35719,-6.05752,-5.26763,-4.85712,-3.37679,-2.85317,-2.31267,-1.7986,-2.05219,-1.44654,-1.01951,-0.923319,-1.33999,-0.906412,-0.584742,0,-1.90894,-6.30906,"PUR"
10465388,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5.77406,-5.35719,-6.05752,-5.26763,-4.85712,-3.37679,-2.85317,-2.31267,-1.7986,-2.05219,-1.44654,-1.01951,-0.923319,-1.33999,-0.906412,-0.584742,0,-1.90894,-6.30906,"PUR"
10469752,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5.77406,-5.35719,-3.69264,-3.14247,-3.47784,-2.70395,-1.89042,-1.40237,-1.20551,-0.980333,-0.747665,-0.558913,-1.14879,-0.884007,-0.620841,0,-1.90894,-6.30906,"PUR"
10469928,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5.77406,-5.35719,-3.69264,-3.14247,-3.47784,-2.70395,-1.89042,-1.40237,-1.20551,-0.980333,-0.747665,-0.558913,-1.14879,-0.884007,-0.620841,0,-1.90894,-6.30906,"PUR"
10472082,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5.77406,-5.35719,-3.69264,-3.14247,-3.47784,-2.70395,-1.89042,-1.40237,-1.20551,-0.980333,-0.747665,-0.558913,-1.14879,-0.884007,-0.620841,0,-1.90894,-6.30906,"PUR"
10474993,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.08994,-5.50882,-4.35456,-3.40515,-2.62444,-2.07461,-1.3377,-1.51058,-1.91061,-1.60544,-1.26057,-0.942658,-0.686373,-0.388764,-1.00533,-0.952427,0,-0.739869,-6.08994,"PUR"
10480382,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.08994,-4.67584,-3.8272,-2.90065,-2.50019,-2.42761,-1.77947,-1.98556,-1.31501,-1.65331,-1.52826,-1.13777,-1.63356,-1.35295,-1.44566,-0.772881,0,-2.0526,-6.08994,"PUR"
10481935,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.08994,-4.67584,-3.8272,-2.90065,-2.50019,-2.42761,-1.77947,-1.98556,-1.31501,-1.65331,-1.52826,-1.13777,-1.63356,-1.35295,-1.44566,-0.772881,0,-2.0526,-6.08994,"PUR"
10483080,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.08994,-4.67584,-3.8272,-2.90065,-2.50019,-2.42761,-1.77947,-1.98556,-1.31501,-1.65331,-1.52826,-1.13777,-1.63356,-1.35295,-1.44566,-0.772881,0,-2.0526,-6.08994,"PUR"
10483514,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.08994,-4.67584,-3.8272,-2.90065,-2.50019,-2.42761,-1.77947,-1.98556,-1.31501,-1.65331,-1.52826,-1.13777,-1.63356,-1.35295,-1.44566,-0.772881,0,-2.0526,-6.08994,"PUR"
10484625,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.08994,-4.67584,-3.8272,-2.90065,-2.50019,-2.42761,-1.77947,-1.98556,-1.31501,-1.65331,-1.52826,-1.13777,-1.63356,-1.35295,-1.44566,-0.772881,0,-2.0526,-6.08994,"PUR"
10484758,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.08994,-4.67584,-3.8272,-2.90065,-2.50019,-2.42761,-1.77947,-1.98556,-1.31501,-1.65331,-1.52826,-1.13777,-1.63356,-1.35295,-1.44566,-0.772881,0,-2.0526,-6.08994,"PUR"
10508044,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.08994,-5.0527,-4.67584,-3.60556,-2.62444,-3.61555,-3.76212,-2.82884,-1.89597,-1.91061,-1.65331,-1.18401,-0.942658,-0.52352,-0.338872,-0.532088,0,-0.739869,-6.08994,"PUR"
10594144,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-7.79261,-7.79261,-6.93998,-5.18686,-4.56164,-3.86862,-3.79308,-2.99877,-2.32833,-2.31893,-1.68968,-1.14664,-1.25866,-1.21993,-0.999661,0,-1.47833,-8.53714,"PUR"
10602705,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5.51449,-7.89022,-5.73565,-5.33822,-4.54208,-4.15772,-3.43473,-3.5476,-3.79658,-2.99039,-2.67789,-1.9012,-1.61674,-1.87809,-1.41788,-1.10189,0,-2.13613,-6.04764,"PUR"
10603182,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5.51449,-7.89022,-5.73565,-5.33822,-4.54208,-4.15772,-3.43473,-3.5476,-3.79658,-2.99039,-2.67789,-1.9012,-1.61674,-1.87809,-1.41788,-1.10189,0,-2.13613,-6.04764,"PUR"
10616498,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.76094,-6.22492,-6.93998,-5.59035,-4.30217,-4.17226,-3.45133,-2.14862,-2.03318,-1.57659,-0.928076,-0.773226,-0.855251,-0.669932,-0.319706,0,-0.804843,-7.43177,"PUR"
10648500,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.39881,-4.61625,-5.46944,-3.99934,-3.75009,-3.22924,-2.22709,-1.76243,-1.15795,-0.758046,-0.547078,-0.769956,-0.808266,-0.397994,0,-0.92732,-7.09542,"PUR"
10649473,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-8.20867,-6.60524,-5.91929,-4.84684,-4.35508,-3.22924,-1.98388,-1.56076,-1.29068,-0.74773,-0.517647,-0.319843,-0.296411,-0.636933,0,-0.513271,-7.09542,"PUR"
10703298,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-7.12634,-6.40416,-6.17285,-7.61366,-5.2328,-3.80049,-2.46451,-1.67498,-1.2684,-0.885872,-0.444207,-0.296003,-0.322682,-0.168048,0,-0.776377,-6.94867,"PUR"
10708309,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-7.12634,-6.40416,-6.17285,-7.61366,-5.2328,-3.80049,-2.46451,-1.67498,-1.2684,-0.885872,-0.444207,-0.296003,-0.322682,-0.168048,0,-0.776377,-6.94867,"PUR"
10709783,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-7.12634,-6.40416,-6.17285,-7.61366,-5.2328,-3.80049,-2.46451,-1.67498,-1.2684,-0.885872,-0.444207,-0.296003,-0.322682,-0.168048,0,-0.776377,-6.94867,"PUR"
10710034,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-7.12634,-6.40416,-6.17285,-7.61366,-5.2328,-3.80049,-2.46451,-1.67498,-1.2684,-0.885872,-0.444207,-0.296003,-0.322682,-0.168048,0,-0.776377,-6.94867,"PUR"
10710380,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-7.12634,-6.40416,-6.17285,-7.61366,-5.2328,-3.80049,-2.46451,-1.67498,-1.2684,-0.885872,-0.444207,-0.296003,-0.322682,-0.168048,0,-0.776377,-6.94867,"PUR"
10711053,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-7.12634,-6.40416,-6.17285,-7.61366,-5.2328,-3.80049,-2.46451,-1.67498,-1.2684,-0.885872,-0.444207,-0.296003,-0.322682,-0.168048,0,-0.776377,-6.94867,"PUR"
10724023,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-7.12634,-6.40416,-6.17285,-7.61366,-5.2328,-3.80049,-2.46451,-1.67498,-1.2684,-0.885872,-0.444207,-0.296003,-0.322682,-0.168048,0,-0.776377,-6.94867,"PUR"
10724594,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-7.12634,-6.40416,-6.17285,-7.61366,-5.2328,-3.80049,-2.46451,-1.67498,-1.2684,-0.885872,-0.444207,-0.296003,-0.322682,-0.168048,0,-0.776377,-6.94867,"PUR"
10737185,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.13032,-6.0337,-5.88131,-4.8193,-4.46053,-3.22462,-3.11149,-3.06681,-2.02325,-1.71616,-0.985089,-0.773821,-0.775616,-1.11507,0,-0.817384,-6.05657,"PUR"
10754672,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-8.06726,-5.76245,-4.60246,-4.32043,-3.49866,-4.37794,-3.83368,-3.57829,-2.65295,-3.08103,-2.51696,-1.49185,-0.5937,-0.941662,0,-1.61087,-8.06726,"PUR"
10796361,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5.22185,-4.46,-2.78904,-2.75199,-2.02843,-1.28342,-1.12769,-0.84615,-1.16387,-1.04337,-1.15421,-1.40194,-1.83947,0,-2.44422,-7.86003,"PUR"
10963161,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5.50882,-5.50882,-4.07476,-6.56653,-4.61011,-3.20512,-2.74265,-2.21167,-1.47521,-0.925158,-1.04122,-0.686373,-0.663345,-0.623233,-0.589873,0,-1.07776,-6.08994,"PUR"
13562572,".",1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.27705,-5.9581,-5.9581,-3.59151,-3.59151,-2.33651,-1.6283,-1.69348,-1.89108,-1.40635,-0.93153,-0.885825,-0.941886,-1.07714,-0.681802,-0.440383,0,-1.35183,-6.27705,"PUR"
